Bez.;Sinnfindung;Burnout;Depression;Selbstbwusstsein;Beziehungsberatung;Selbstdisziplin;Motivation;Stressmanagement;Zeitaufwand;Trigger-Rating;Intensität;Zweck;Kategorie;Tageszeit;Push-Meldung zur Übung;Übungsart/Durchführungsweise;Rational;Durchführbarkeit;Wirksamkeit;Verständlichkeit;Hilfestellung;Qualität-Ergebnis;Quelleinverifizierung 1;Besonderheiten;Filter-Ausschluss;Titel-Button;Titel;Quelle Ursprung;Beschreibung;Rational;Quelle Rational;Anweisungen;Material;HIlfestellung;Tabellen etc.;Anwendung;Interkatives Element (Tabellen, Bilder, Audio, Video, Swipe-Bewegung um zB etwas zu löschen aus einer Tabelle, sonstiges Element was gut wäre um die Übung lebhaft + abwechslungsreich + animiert zu machen,..);;Farblegende
1.114;nein;nein;nein;nein;ja;nein;nein;nein;5;Schwach;Anfang;Aufklärung über die Wichtigkeit, die Grundannahmen der engen Bezugspersonen zu erkennen und zu verstehen. ;Umgang mit Grundannahmen des anderen, Erkennen ;alle;nein;Psychoedukation;1;1;1;1;1;1;stammt von uns;;;Grundannahmen anderer;Grundannahmen anderer;Mentalport, 2021;In dieser Lerneinheit geht es darum, warum es wichtig ist, die Grundannahmen enger Bezugsperson zu erkennen und zu verstehen. ;;;"Schritt 1: Um einen Umgang mit den negativen Grundannahmen enger Bezugspersonen zu erlernen ist es notwendig, diese erst einmal zu erkennen. \n
Schritt 2: Die Grundannahmen einer Bezugsperson zu erkennen gelingt nur, wenn wir Situationen erkennen, die Unbehagen und negative Gefühle bei unserem Gegenüber auslösen. \n
Schritt 3: In diesen Momenten ist es essentiell, den Mut aufzubringen nach der Ursache der negativen Gefühle zu fragen und zu lernen, wirklich zuzuhören. \n
Schritt 4: Nur so ist es uns möglich zu verstehen, welche prägenden Annahmen und Erlebnisse unsere Bezugsperson und ihre Wahrnehmung beeinflussen, sodass wir ein tieferes Verständnis für ihr Empfinden entwickeln können. \n
Schritt 5: Behalte im Hinterkopf, dass die Kommunikation mit einer Person ein dynamischer Prozess ist. Je häufiger Du Gespräche über Annahmen und Gefühle der anderen Person einleitest, desto stärker wird es ein normaler Teil eurer Kommunikation und Missverständnisse werden seltener. ";;;N/A;;-;;
1.115;nein;nein;nein;nein;ja;nein;nein;nein;5;Schwach;Anfang;"Lernen, Gespräche über die Grundannahmen enger Bezugspersonen einzuleiten. 
";Umgang mit Grundannahmen des anderen, Erkennen ;alle;nein;praktisch;1;1;1;1;1;1;stammt von uns;;;Grundannahmen erfragen;Grundannahmen erfragen;Mentalport, 2021;Diese Übung soll dazu dienen zu lernen, wie man die Grundannahmen von Bezugspersonen konstruktiv erfragen kann.;Eine klare Vorgehensweisen in emotional schwierigen Situationen zu haben kann helfen, das eigentliche Ziel der Konversation nicht aus den Augen zu verlieren.;Mentalport, 2021;"Schritt 1: Versuche die folgenden Schritte in sozialen Situationen, in denen Du das Gefühl hast, dass eine enge Bezugsperson sich plötzlich anders verhält oder sich zurückzieht, umzusetzen. \n
Schritt 2: Frage nach, ob die Person gerade etwas gestört oder getroffen hat. Falls die Antwort ja lautet, erfrage welche Situation der Auslöser war. \n
Schritt 3: Daraufhin kannst Du fragen, welche Gefühle genau ausgelöst wurden und warum diese Situation die Gefühle ausgelöst hat. 

";;Je häufiger Du über Deinen Schatten springst und in unangenehmen Situationen die Initiative ergreifst, nach dem Auslöser und den dahinter liegenden Gefühlen zu fragen, desto leichter wird es Dir mit der Zeit fallen. ;N/A;;-;;
1.116;nein;nein;nein;nein;ja;nein;nein;nein;5;Schwach;Anfang;"Aufklärung darüber, was konstruktives Zuhören ausmacht.
";Umgang mit Grundannahmen des anderen, Zuhören lernen ;alle;nein;Psychoedukation;1;1;1;1;1;1;stammt von uns;;;Zuhören ;Zuhören ;Mentalport, 2021;"In dieser Lerneinheit geht es darum, wie wir es schaffen können anderen auf eine Art und Weise zuzuhören, die zu neuen Denkanstößen und einem tiefgehenden Verständnis für die Situation des anderen führt.
";;;"Schritt 1: Wenn wir anderen zuhören, gibt es zwei übergeordnete Prozesse, die in unserem Kopf ablaufen. \n
Schritt 2: 1. Wir nehmen das Gesagte auf und verarbeiten es und 2. Wir ziehen Rückschlüsse aus unseren eigenen Erfahrungen und Meinungen und beziehen diese in die Bewertung der Aussagen der anderen Person mit ein. \n
Schritt 3: Wenn wir während jemand uns etwas erzählt bereits darüber nachdenken, was wir denn dazu sagen wollen und uns die Worte förmlich schon auf der Zunge liegen, bevor die andere Person ausgesprochen hat, liegt unser Fokus nicht auf dem, was uns erzählt wird, sondern auf dem, was wir dazu sagen wollen. Wir hören also nicht richtig zu. \n
Schritt 4: Um richtig zuhören zu können, müssen wir den Drang ablegen, uns anderen mitzuteilen und unsere Gedanken immer direkt nach außen zu tragen. Wir müssen lernen, nur die Worte des anderen wahrzunehmen und unseren Fokus ganz auf diese zu legen. \n
Schritt 5: Unser Ziel sollte dabei “ich will verstehen” und nicht “ich will kommentieren” sein. 
";;;N/A;;-;;
1.117;nein;nein;nein;nein;ja;nein;nein;nein;5;Schwach;Anfang;Eine konstruktive Art des Zuhörens üben, die es leichter macht, die Grundannahmen anderer zu erkennen.;Umgang mit Grundannahmen des anderen, Zuhören lernen ;alle;nein;praktisch;1;1;1;1;1;1;stammt von uns;;;Zuhören lernen;Zuhören lernen;Mentalport, 2021;"Diese Übung soll Dir ein paar Techniken an die Hand geben, um eine neue Art des Zuhörens zu erlernen, in der das Ziel “Verstehen” und nicht “Bewerten und Kommentieren” ist.
";"Eine klare Vorgehensweisen in emotional schwierigen Situationen zu haben kann helfen, das eigentliche Ziel der Konversation nicht aus den Augen zu verlieren.
";Mentalport, 2021;"Schritt 1: Begebe dich in eine aufrechte Körperhaltung. Wende Dich der Person zu und verschränke die Arme nicht. Deine Körperhaltung ist der erste Hinweis für Dein Gegenüber, wie interessiert Du an der Unterhaltung bist. \n
Schritt 2: Höre zu ohne die andere Person zu unterbrechen. Du wirst diesen Drang mit der Zeit ablegen. Sage Dir immer wieder vor, dass es nicht darum geht Deine Meinung kund zu tun sondern darum, die andere Person zu verstehen. \n
Schritt 3: Untergrabe die Äußerungen der anderen Person nicht und nimm ihre Anliegen ernst. Stelle lieber weitere Nachfragen anstatt Annahmen darüber zu machen, woher ihre Gefühle denn kommen könnten. \n
Schritt 4: Vermeide den Ausdruck “Ja, ABER…”. Dadurch geben wir der anderen Person das Gefühl, wie würden gegenhalten statt zu versuchen, sie zu verstehen. Stelle lieber weitere Nachfragen. \n
Schritt 5: Versuche diese wenigen Ratschläge so oft wie möglich in Unterhaltungen umzusetzen. Schreibe sie dir hierfür gerne knapp auf einen Zettel und lies sie dir gelegentlich durch, um sie zu verinnerlichen. ";;"Habe Geduld mit Dir selbst und Deinem Gegenüber. Die Techniken werden Dir leichter fallen, wenn Du Dir immer wieder leise vorsagst, dass Du verstehen und nicht bewerten und kommentieren möchtest.
";N/A;;-;;
1.118;nein;nein;nein;nein;nein;nein;ja;ja;10;Schwach;Anfang;Gedanken bewusst wahrnehmen und kontrollieren, Wahrnehmung von Gedanken, Kontrolle von Gedanken & Reflexion, Entspannung & Stressreduktion;Selbstkontrolle, Denkmuster, Entschleunigung, Fokussierung;alle;nein;praktisch;1;1;1;1;1;1;stammt von uns;;;Das Jetzt;Das Jetzt;Mentalport, 2022;Diese Übung hilft Dir dabei, Deinen Fokus auf das JETZT zu richten, um den gegenwärtigen Moment bewusst zu (er)leben. Das Leben findet im Hier und Jetzt statt und nur die Gegenwart ist aktiv von Dir beeinflussbar.;Diese Übung hilft dabei, im Moment zu leben. Das Leben findet im Hier und Jetzt statt. Dennoch neigen wir dazu, mit den Gedanken in die Vergangenheit und die Zukunft abzuschweifen. Diese Gedanken können Angst, Unruhe und Stress auslösen, da nur der gegenwärtige Moment steuerbar und kontrollierbar ist. Für den gegenwärtigen Moment gibt es immer eine Lösung oder eine Möglichkeit, diesen zu meistern. ;Tolle, E. (2010). Jetzt! Die Kraft der Gegenwart.  ;"Auf einer Skala von 0 = wenig bis 10 = stark, wie gestresst fühlst Du Dich gerade?\n
Steuere in den kommenden 10 Minuten bewusst Deine Gedanken, um in der Gegenwart zu bleiben. Immer, wenn Deine Gedanken in die Vergangenheit oder die Zukunft abschweifen, sage innerlich „Jetzt“. Hole so Dein Bewusstsein zurück in die Gegenwart, in den aktuellen Moment.\n
Beantworte abschließend die folgenden Fragen für Dich:
Wie hast Du Dich im bewussten „Jetzt“ gefühlt?
Was hat sich an Deiner Wahrnehmung verändert?\n
Möchtest Du zukünftig regelmäßig den Fokus auf das „Jetzt“ legen?
Wie hat sich Dein Stresslevel verändert?
";Optinal: Stift und Papier;Schreibe Dir einen kleinen Zettel oder mache Dir eine Notiz in Dein Handy mit dem Wort „Jetzt“. Immer wenn Du das Wort liest, wirst Du automatisch an Dein heutiges Mindset erinnert und kannst Deine Gedanken ins Hier und Jetzt zurückholen. ;N/A;;-;;
1.119;ja;nein;nein;nein;nein;nein;ja;ja;10;Schwach;Anfang;Glaubenssätze erkennen, Denkmuster erkennen, Positives Denken, Stressreduktion;Glaubenssätze, negative in positive Gedanken formulieren, Reflexion, Struktur, Resilienz;alle;nein;praktisch;1;1;1;1;1;1;stammt von uns;;;Ich DARF;Ich DARF;Mentalport, 2022;Diese Übung unterstützt Dich dabei, durch bewusste Wortwahl Deinen inneren Stress und Druck zu reduzieren, um bevorstehenden Aufgaben und Herausforderungen mit Dankbarkeit und Wertschätzung zu begegnen.;;Faßbender, Klein, Sion, Schweiger (2015). Therapie-Tools Depression. Beltz Verlag, Weinheim Basel. Kapitel 6, S. 136ff.;"Auf einer Skala von 0 = wenig bis 10 = stark, wie gestresst fühlst Du Dich gerade? Am heutigen Tag nimmst Du Deine Gedanken bewusst wahr. \n Immer, wenn ein „Ich muss…“ in Deinen Gedanken auftaucht, ersetzt Du es ganz bewusst durch „Ich darf…“.\n 
Reflektiere am Abend, wie es sich für Dich angefühlt hat, Dinge tun zu dürfen, anstatt zu müssen. Wie hat sich das auf Deinen inneren Druck ausgewirkt?
";Optional: Zettel und Stift;Schreibe Dir einen kleinen Zettel oder mache Dir eine Notiz in Dein Handy mit den Worten „Ich darf…“. Immer wenn Du diesen siehst, wirst Du automatisch an Dein heutiges Mindset erinnert.;N/A;;-;;
1.120;nein;ja;nein;nein;nein;nein;ja;ja;20;Schwach;Anfang;Prioritäten setzen, Struktur, Entspannung & Abschalten im Alltag;Struktur, Entspannung, Abschalten, Prioritäten festlegen, Reflexion;alle;nein;praktisch;1;1;1;1;1;1;stammt von uns ;"Tabelle mit Uhrzeiten (stündlich) zum Ausfüllen einfügen (siehe Word Dokument ""Ergänzungen zu Übungen"")";;Dein Stundenplan;Dein Stundenplan;Mentalport, 2022;Diese Übung unterstützt Dich dabei, einen Überblick über Deinen Alltag zu bekommen, um ausreichend Zeit für Dich selbst, Deine Hobbys und auch regelmäßige Pausen einzuplanen.;Dein Stundenplan gibt Dir eine visuelle Übersicht über alles, was in dieser Woche ansteht und zeigt Dir, ob Du genügend kleine Pausen zur Erholung und Entspannung in Deinen Alltag integrierst beziehungsweise an welcher Stelle Du zukünftig bewusster darauf achten solltest, Pause zu machen. Außerdem soll Dir Dein Stundenplan dabei helfen zu erkennen, ob Du täglich genügend Zeit nur für Dich selbst einplanst und an welchen Tagen Du bewusst darauf achten und diesen gegebenenfalls umplanen solltest. ;Mentalport, 2022;"Notiere Deine kommenden 7 Tage im Stundenplan. Trage alle Termine, Vorhaben und Pflichten bei der entsprechenden Uhrzeit ein, um Dir einen Überblick über Deine Woche zu verschaffen. Schaue Dir nun die grün unterlegten, unverplanten Felder an.\n 
Schaffst Du es täglich freie Zeit für Dich einzuplanen?
Wie könntest Du größere Lücken/Pause für Dich nutzen?
Hast Du tatsächlich so viele Termine oder kam es Dir im Kopf nur so viel vor?
";Optional: Papier und Stift;Schaue in Deinen Terminkalender oder in Deinen Arbeitsplan. Notiere Deine Arbeitszeiten, Verabredungen, vereinbarte Termine und fixe Freizeittermine in Deinen Stundenplan mit verschiedenen Farben. Plane auch bewusste Zeiten für alltägliche Dinge wie Haushalt, Einkauf etc. ein. Nun schaust Du, wo in Deinem Plan noch freie Zeit ist und reservierst Dir diese für Dich und markiere sie grün. Entscheide spontan, wie Du diese freie Zeit dann bewusst für Dich nutzen möchtest. ;Tabelle bzw. Stundenplan;;Stundenplan;;
1.121;nein;nein;nein;ja;nein;ja;ja;ja;5;Schwach;Anfang;Struktur im Alltag, Selbstmotivation für Aufgaben, Selbstdisziplin;Struktur, Motivation, Alltagsbewältigung, Antrieb finden, Selbstbewusstsein;alle;ja, zu ausgewählter Uhrzeit des Nutzers;praktisch;1;1;1;1;1;1;stammt von uns;neutrale Tabelle zum Ausfüllen mit Drag und Drop Funktion integrieren + Timer und Übungstermin zu planen;;Prioritäten setzen;Prioritäten setzen;Mentalport, 2022;Diese Übung hilft Dir dabei, herausfordernde, unangenehme Aufgaben zu meistern, indem Du diese priorisierst und terminierst. Das Schwierigste bewusst erledigen, so kommst Du entspannt und produktiv durch Deinen Alltag und schneller an Dein Ziel.;Diese Übung hilft Dir dabei, das Aufschieben von unliebsamen und unangenehmen Aufgaben zu vermeiden. Durch die bewusste Priorisierung und Erledigung von herausfordernden Aufgaben gleich am Morgen startest Du motiviert in den Tag und entspannt durch den Alltag. Außerdem erreichst Du schneller Deine Ziele. ;Mentalport, 2022;"Notiere alle Aufgaben, die Du am heutigen Tag erledigen möchtest in der Tabelle.\n Nun überlege Dir, welche dieser Aufgaben Dich am meisten herausfordert oder Dich Überwindung kostet. Diese Aufgabe verschiebst Du bewusst ganz nach oben auf Deiner Prioritätenliste und versiehst diese mit Hilfe des Timers mit einem festen Termin.\n 
Wie fühlst Du Dich nun, nachdem Du Deine herausfordernde Aufgabe gemeistert hast?
";Optional: Stift und Papier;Überlege Dir, welche Aufgabe Du schon längere Zeit vor Dir herschriebst oder was Du schon längst erledigt haben wolltest. Sei ehrlich zu Dir selbst und gehe diese Hürde bewusst an. ;Tabelle mit Drag und Drop Funktion + Timer;;Tabelle mit Drag und Drop Funktion + Timer;;
1.122;ja;nein;nein;ja;nein;nein;ja;nein;15;Schwach ;Anfang;Visualisierung von Zielen, Ziele erkennen, Motivation;Ziele, Visualisierung, Ausrichtung, Selbsterkenntnis;alle;nein;praktisch;1;1;1;1;1;1;stammt von uns;;;Vision Board;Vision Board;Mentalport, 2022;Diese Übung hilft Dir dabei, Deine Wünsche, Ziele und Träume in einem von Dir definierten Zeitraum zu realisieren, indem Du diese visualisierst und Dir regelmäßig vor Augen führst. Deine Collage zeigt Dir am Ende des Zeitraums nicht nur Deine Wünsche und Ziele, sondern auch Deine Erfolge. ;Indem Du Dich mit Deinen Wünschen, Zielen und Träumen auseinandersetzt, machst Du Dir diese bewusst und führst Dir diese klar vor Augen. Deine Collage hilft Dir dabei, Dich immer wieder, an Deine Wünsche, Ziele und Träume zu erinnern und Dein Handeln unterbewusst darauf auszurichten. Es motiviert Dich und zeigt Dir immer wieder warum es sich lohnt dranzubleiben. Am Ende des Zeitraums erinnert Dich die Collage nicht nur an Deine Ziele, sondern auch an Deine Erfolge. ;Murphy, J. (2016). Die Macht Ihres Unterbewusstseins: Das Original. 10. Auflage. Ariston. S. 136ff. ;Lege einen großen Tonkarton, alte Zeitungen, Zeitschriften sowie Kleber und Schere bereit.\n Überlege Dir nun für welchen Zeitraum z. B. 1 Jahr Du die Collage gestalten möchtest. Schneide alle Bilder, Texte oder Grafiken aus, die Deine persönlichen oder beruflichen Ziele visuell oder Deine Träume und Wünsche, für die kommende Zeit darstellen.\n Anschließend klebst Du die Ausschnitte sortiert nach Kategorien (z. B. Karriere, Persönliches, Freizeit, Gesundheit) auf den Tonkarton.\n Alternativ kannst Du Deine Ziele- und Traumcollage auch direkt am PC mit Bildern und Texten aus dem Internet gestalten und anschließend ausdrucken.\n Dein fertiges Collage kannst Du nun gut sichtbar in Deinem Zimmer aufhängen, sodass Du es täglich bewusst wahrnimmst. ;Großer Tonkarton, Kleber, Schere, Buntstifte, alte Zeitungen und Magazine;"Es gibt keine zu großen oder unrealistischen Wünsche, Ziele und Träume. Die folgenden Bereiche können Dir helfen Deine Ziele besser zu erkennen: 
- Freunde/Familie
- Liebe/Beziehung
- Materielles
- Urlaube
- Karriere
- Finanzielles
- Persönliches
- Gesundheit
Falls Dir gerade gar keine Ideen für die Gestaltung in den Kopf kommen, so verschiebe das Erstellen auf einen anderen Zeitpunkt. 
";N/A;;-;;
1.123;ja;nein;ja;ja;nein;nein;ja;nein;5 * 7;Schwach;Anfang;Zufriedenheit & Wohlbefinden stärken, Positivität & Lebensfreude hervorheben;Positiv denken, Denkmuster, Perspektive, Fokus auf das Positive richten;alle;ja, abendliche Erinnerung an das Schreiben der Dankbarkeitsliste;praktisch;1;1;1;1;1;1;stammt von uns;;;Dankbarkeitsliste;Dankbarkeitsliste;Mentalport, 2022;Diese Übung hilft Dir dabei, den Fokus am Ende eines Tages darauf zu legen, wofür Du dankbar bist, um den Tag positiv abzuschließen. Du darfst selbst etwas zu Deinem Glück und Deiner Zufriedenheit beitragen.;Diese Übung soll Dir dabei helfen, Dir darüber bewusst zu werden, wie viele gute Dinge es in Deinem Leben gibt. Indem Du Dir die Liste immer mal wieder anschaust oder ergänzt, richtest Du  Deine Gedanken auf das Gute und Positive und begegnest Deinem Leben mit mehr Dankbarkeit und Zufriedenheit. ;"Lyubomirsky, S. (2018). Glücklich sein: Warum Sie es in der Hand haben, zufrieden zu leben.
Blickhan, D. (2018). Positive Psychologie. Ein Handbuch für die Praxis.
";"Notiere 7 Tage lang jeden Abend, für was Du heute dankbar, bist indem Du einen der folgenden Satzanfänge auswählst und 5 Minuten lang alles aufschreibst, was Dir dazu einfällt.\n 
Ich kann mich glücklich schätzen, dass…
Es ist schon etwas Besonderes, dass…
Es können nicht alle von sich behaupten, dass… 
Ich habe viele Gründe, traurig, wütend, besorgt zu sein, aber…\n
Am Ende der Woche beende nun folgenden Satz für Dich:
Wenn ich Mir Meine Dankbarkeitsliste durchlese, dann…
";Optional: Stift und Papier;Schreibe wirklich alles auf was Dir einfällt. Du kannst die Liste auch zu einem späteren Zeitpunkt ergänzen, wenn Dir noch sofort etwas einfällt oder Du zum späteren Zeitpunkt eine Idee hast. ;N/A;;-;;
1.124;nein;nein;nein;nein;nein;nein;nein;ja;5 * 24;Schwach;Anfang;Auseinandersetzung mit Gedanken, Bewusstmachen von Gedanken, Sortieren und kategorisieren von Gedanken;Stressreduktion, Beruhigung, Struktur;alle;nein;praktisch;1;1;1;1;1;1;stammt von uns;neutraleTabelle zum Ausfüllen mit Drag und Drop Funktion integrieren + Weg-wisch-Funktion + Möglichkeit zum Abhaken;;Denktagebuch;Denktagebuch;Mentalport, 2022;Diese Übung hilft Dir durch das Festhalten all Deiner Gedanken, die Dir am Tag in den Kopf kommen, diese nach Wichtigkeit zu sortieren und gleichzeitig zu kategorisieren. So kannst Du Gedankengänge in einer ruhigen Minute zu Ende denken.;Diese Übung hilft Dir dabei, Deine Gedanken zu sortieren und zu kategorisieren indem Du sie aufschreibst. Gedanken, die Du schriftlich festhältst, musst Du nicht länger im Kopf behalten. Sie lösen kein Grübeln mehr aus. Nicht zu Ende gedachte Gedanken können Stress und Ängste auslösen. Indem Du all Deine Gedanken festhältst, hast Du in einer ruhigen Minute die Möglichkeit, diese zu Ende zu denken und für Dich zu nach Wichtigkeit und Prioritäten zu ordnen. ;Scheuermann, U. (2016). Schreibdenken: Schreiben als Denk- und Lernwerkzeug nutzen und vermitteln. 3. Auflage ;"Halte den ganzen Tag lang alle möglichen Gedanken und Gedankenfetzen, die Dir in den Kopf kommen, fest.\n Am Abend öffnest Du die Liste und sortierst Deine Gedanken nach Wichtigkeit durch „drag and drop“: 
Worüber muss ich mir aktuell keine weiteren Gedanken machen? Wische diese nach rechts weg. 
Nun hast Du eine Übersicht über die Gedanken, die für den jetzigen Zeitpunkt für Dich von Bedeutung sind?\n 
Konzentriere Dich nun auf die für Dich gerade wichtigsten Gedanken und denke diese zu Ende. Wenn Du magst, notiere deine Gedankengänge bis zum Ende und markiere diese anschließend mit einem grünen Haken.\n
Nun hast Du Deine Gedanken für Dich geordnet und alle Gedankengänge abgeschlossen. Wie fühlst Du Dich jetzt?  
";Optional: Stift und Papier;Schreibe wirklich alle Gedanken und Gedankenfetzen nieder, sobald sie Dir in den Kopf kommen. Auch Träume, Ideen, Wünsche oder Erledigungen, die Dir gerade in den Sinn kommen, sind Gedanken, die Du aufschreiben kannst. Wenn Du unterwegs bist kannst, Du auch vorerst die Notiz-App Deines Smartphones benutzen oder Deine Gedanken erstmal in Sprachnotizen festhalten. ;N/A;;Hier ist die Rede von einer Drag-and-drop Liste;;
1.125;nein;ja;ja;ja;nein;nein;nein;ja;10;Schwach;Anfang;Entspannung, auf innere Stimme hören, Stressreduktion, Fokussierung, Körperwahrnehmung, Erkennen von Warnsignalen;Entspannung, Abschalten, Rituale, Selbstwahrnehmung, Stressreduktion;alle;nein;meditativ;1;1;1;1;1;1;stammt von uns;"Audiodatei mit Meeresrauschen + Stimme (siehe Word Dokument ""Ergänzungen zu Übungen"")";;Kleine Alltagspause;Kleine Alltagspause;Mentalport, 2022;Diese Übung unterstützt Dich dabei, eine kleine bewusste Pause im Alltag einzulegen, um wieder ganz bei Dir zu sein. Sie hilft Dir dabei, Deinen Körper bewusst wahrzunehmen, um gegebenenfalls frühzeitige Warnsignale zu erkennen. ;Diese Übung hilft dabei im stressigen Alltag eine bewusste Pause einzulegen um wieder im Einklang mit dem Körper und dem Geist zu sein. Es ist wichtig, sich und seinen Körper bewusst wahrzunehmen, um gegebenenfalls Warnsignale wahrnehmen zu können, ausgelöst beispielsweise durch Stress, Überarbeitung etc. ;Mentalport, 2022;In den kommenden 10 Minuten tust Du ganz bewusst nichts. Setze Dich auf einen Stuhl oder lege Dich ins Bett. Lege alles Störende bei Seite und konzentriere Dich ganz auf Dich selbst. Starte die Audio und lausche dem Meeresrauschen.\n ;;Lege bewusst alles um Dich herum was Dich ablenken könnte zur Seite, schalte die Musik aus. Benutze eventuell Kopfhörer um Geräusche von Außen abzuschirmen. Genieße den Moment des Nichtstuns, höre in Dich hinein, lausche dem Meeresrauschen. Vielleicht schließt Du Deine Augen. Erlaube Dir, Dich mit Dir selbst zu beschäftigen. Bleibe im Hier und Jetzt und schaue in Deinen Körper hinein. Halte bewusst inne. Atme tief durch. ;Audio-Datei Meeresrauschen;;Audio-Datei Meeresrauschen;;
2.1;nein;nein;nein;nein;nein;ja;ja;nein;28 d / 10 min;Schwach;Fortgeschritten;Erkenne Dich selbst und lerne Dich selbst auf einer tiefen Ebene lieben mit allem was dazu gehört.;Selbstakzeptanz, Bewusst im Moment sein, Selbstliebe, Selbstbewusstsein, Selbsterkenntnis;alle;ja, während der Übung;praktisch;1;1;0,5;1;1;0,82;vorhanden;;;Spiegelübung 1;Spiegelübung 1;https://www.diekraftderseele.de/spiegeluebung/;Diese Methode beinhaltet etwas sicher ungewöhnliches. Tatsächlich bietet diese Methode die Möglichkeit, Dich selbst auf einer ganz neuen Ebene kennen zu lernen. Indem Du für 4 Wochen das ca. 10-minütige nackte Sitzen vor einem Spiegel in Deine Routine einbaust, hast Du die Chance auf gänzlich neue Erfahrungen zu Dir selbst. \n;;;"Baue es für die folgenden vier Wochen in Deinen Alltag ein, täglich ca. 10 Minuten Dich vor einen Spiegel zu setzen. Gehe dabei wie folgt vor:
Schaue ohne Ablenkung nur in den Spiegel hinein und sei ganz bewusst in diesem Moment \n

Versuche, Deine Gedanken, Glaubensmuster und Überzeugungen, die Deine bedingungslose Liebe zu Dir selbst behindern, bewusst wahrzunehmen und zu transformieren. 
Erkenne Dich selbst und lerne Dich selbst auf einer tiefen Ebene lieben mit allem was dazu gehört. \n";(Großer) Spiegel;;N/A;;-;;
